Canada-Ontario, Population size (abridged)	Last modified: 28 May 2025;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  1921           0             30156.82        31530.26        61687.08
  1921         1-4            124022.95       127180.59       251203.54
  1921         5-9            150860.10       153999.05       304859.15
  1921        10-14           135234.00       137695.06       272929.06
  1921        15-19           127866.15       126996.95       254863.10
  1921        20-24           124758.59       117025.00       241783.59
  1921        25-29           119984.79       118988.76       238973.55
  1921        30-34           111333.73       114260.66       225594.39
  1921        35-39           105851.99       112192.14       218044.13
  1921        40-44            89778.58        94943.54       184722.12
  1921        45-49            77927.48        82726.39       160653.87
  1921        50-54            68431.58        71202.51       139634.09
  1921        55-59            55009.86        57801.97       112811.83
  1921        60-64            47105.06        48442.31        95547.37
  1921        65-69            33567.35        34853.67        68421.02
  1921        70-74            23951.75        23830.76        47782.51
  1921        75-79            15532.23        14645.71        30177.94
  1921        80-84             9622.93         8192.97        17815.90
  1921        85-89             3896.85         3212.88         7109.73
  1921        90-94             1150.50          839.33         1989.83
  1921        95-99              240.73          185.58          426.31
  1921       100-104              25.72           35.41           61.13
  1921       105-109               0.61            2.67            3.28
  1921       110+                  0.00            0.00            0.00
  1922           0             27699.85        28791.68        56491.53
  1922         1-4            121233.57       124583.38       245816.95
  1922         5-9            152841.92       156008.49       308850.41
  1922        10-14           137583.84       140158.63       277742.47
  1922        15-19           128592.33       129208.78       257801.11
  1922        20-24           124883.84       117058.63       241942.47
  1922        25-29           121041.92       118958.62       240000.54
  1922        30-34           111875.34       113883.57       225758.91
  1922        35-39           107517.26       113733.42       221250.68
  1922        40-44            92200.55        97467.11       189667.66
  1922        45-49            79275.62        84392.05       163667.67
  1922        50-54            70267.12        73150.40       143417.52
  1922        55-59            56133.70        59009.04       115142.74
  1922        60-64            48400.28        49666.85        98067.13
  1922        65-69            34758.63        36150.13        70908.76
  1922        70-74            24483.55        24508.49        48992.04
  1922        75-79            15491.78        14733.42        30225.20
  1922        80-84             9823.56         8370.09        18193.65
  1922        85-89             4008.95         3320.58         7329.53
  1922        90-94             1183.01          871.03         2054.04
  1922        95-99              231.70          185.65          417.35
  1922       100-104              23.04           35.11           58.15
  1922       105-109               0.00            3.52            3.52
  1922       110+                  0.00            0.00            0.00
  1923           0             27762.85        28720.72        56483.57
  1923         1-4            121512.22       124896.00       246408.22
  1923         5-9            153825.20       156825.21       310650.41
  1923        10-14           139608.77       141108.48       280717.25
  1923        15-19           131258.91       131400.55       262659.46
  1923        20-24           126850.41       117833.43       244683.84
  1923        25-29           122083.56       119791.78       241875.34
  1923        30-34           113083.56       114708.50       227792.06
  1923        35-39           109592.05       114133.43       223725.48
  1923        40-44            94308.76        98650.14       192958.90
  1923        45-49            81800.56        85858.63       167659.19
  1923        50-54            71741.92        74250.14       145992.06
  1923        55-59            57558.64        60591.78       118150.42
  1923        60-64            49483.56        50408.49        99892.05
  1923        65-69            35941.92        36750.14        72692.06
  1923        70-74            25425.20        25033.42        50458.62
  1923        75-79            15991.78        15075.07        31066.85
  1923        80-84             9935.88         8450.01        18385.89
  1923        85-89             4105.01         3348.28         7453.29
  1923        90-94             1205.59          911.97         2117.56
  1923        95-99              229.25          177.07          406.32
  1923       100-104              29.66           21.73           51.39
  1923       105-109               0.65            0.75            1.40
  1923       110+                  0.00            0.00            0.00
  1924           0             27804.51        28658.75        56463.26
  1924         1-4            121887.28       125216.31       247103.59
  1924         5-9            154900.27       157725.21       312625.48
  1924        10-14           141508.77       142333.70       283842.47
  1924        15-19           134050.69       134033.98       268084.67
  1924        20-24           128708.76       118816.99       247525.75
  1924        25-29           123141.92       120466.85       243608.77
  1924        30-34           114258.64       115700.28       229958.92
  1924        35-39           111292.06       114591.79       225883.85
  1924        40-44            96383.84       100533.97       196917.81
  1924        45-49            84900.82        87508.76       172409.58
  1924        50-54            73425.49        75316.98       148742.47
  1924        55-59            59150.41        61091.78       120242.19
  1924        60-64            50600.27        51108.49       101708.76
  1924        65-69            37100.28        37641.91        74742.19
  1924        70-74            26558.62        25666.84        52225.46
  1924        75-79            16491.77        15491.79        31983.56
  1924        80-84            10098.90         8589.41        18688.31
  1924        85-89             4085.21         3249.67         7334.88
  1924        90-94             1230.88          928.11         2158.99
  1924        95-99              226.53          180.48          407.01
  1924       100-104              32.83           18.57           51.40
  1924       105-109               1.65            0.00            1.65
  1924       110+                  0.00            0.00            0.00
  1925           0             27860.77        28695.60        56556.37
  1925         1-4            122272.67       125421.11       247693.78
  1925         5-9            156041.91       158741.92       314783.83
  1925        10-14           143642.20       144517.26       288159.46
  1925        15-19           137167.40       136833.97       274001.37
  1925        20-24           130783.84       120275.35       251059.19
  1925        25-29           124300.28       121150.13       245450.41
  1925        30-34           115733.69       116666.85       232400.54
  1925        35-39           113342.19       115150.14       228492.33
  1925        40-44            98817.27       102458.62       201275.89
  1925        45-49            88675.89        90342.46       179018.35
  1925        50-54            75992.32        76833.70       152826.02
  1925        55-59            60716.98        61941.93       122658.91
  1925        60-64            52033.70        51925.21       103958.91
  1925        65-69            38416.99        38625.21        77042.20
  1925        70-74            28150.41        26525.20        54675.61
  1925        75-79            17050.14        15991.78        33041.92
  1925        80-84            10444.48         8787.29        19231.77
  1925        85-89             4213.88         3326.26         7540.14
  1925        90-94             1242.35          930.31         2172.66
  1925        95-99              227.54          185.67          413.21
  1925       100-104              28.36           24.44           52.80
  1925       105-109               0.26            0.31            0.57
  1925       110+                  0.00            0.00            0.00
  1926           0             28072.32        28716.33        56788.65
  1926         1-4            122461.10       125658.73       248119.83
  1926         5-9            156850.14       159783.56       316633.70
  1926        10-14           146292.33       146650.42       292942.75
  1926        15-19           140250.69       139867.39       280118.08
  1926        20-24           132983.83       121541.91       254525.74
  1926        25-29           125500.28       121866.86       247367.14
  1926        30-34           117800.54       117700.27       235500.81
  1926        35-39           115583.85       116275.35       231859.20
  1926        40-44           101417.27       104225.48       205642.75
  1926        45-49            92167.40        93725.75       185893.15
  1926        50-54            78600.54        79075.61       157676.15
  1926        55-59            62175.35        63158.63       125333.98
  1926        60-64            53575.35        52533.42       106108.77
  1926        65-69            39875.34        39641.92        79517.26
  1926        70-74            29950.41        27425.21        57375.62
  1926        75-79            17591.78        16316.72        33908.50
  1926        80-84            10614.92         8911.60        19526.52
  1926        85-89             4376.76         3374.94         7751.70
  1926        90-94             1247.43          927.96         2175.39
  1926        95-99              245.12          181.30          426.42
  1926       100-104              33.70           21.26           54.96
  1926       105-109               1.01            0.00            1.01
  1926       110+                  0.00            0.00            0.00
  1927           0             28142.64        28637.14        56779.78
  1927         1-4            122674.08       126154.65       248828.73
  1927         5-9            157800.27       161542.18       319342.45
  1927        10-14           148375.34       149033.97       297409.31
  1927        15-19           142608.76       142775.62       285384.38
  1927        20-24           134775.35       125267.96       260043.31
  1927        25-29           126525.20       123483.84       250009.04
  1927        30-34           119441.92       119892.33       239334.25
  1927        35-39           117141.92       118125.48       235267.40
  1927        40-44           103316.98       106675.62       209992.60
  1927        45-49            94316.99        96442.18       190759.17
  1927        50-54            80533.69        82475.89       163009.58
  1927        55-59            63383.56        64516.98       127900.54
  1927        60-64            54725.22        53166.85       107892.07
  1927        65-69            41200.28        40975.35        82175.63
  1927        70-74            31400.28        28500.27        59900.55
  1927        75-79            18091.78        16808.49        34900.27
  1927        80-84            10690.42         8907.09        19597.51
  1927        85-89             4376.18         3370.88         7747.06
  1927        90-94             1257.56          937.75         2195.31
  1927        95-99              243.09          178.96          422.05
  1927       100-104              27.14           20.22           47.36
  1927       105-109               0.77            0.00            0.77
  1927       110+                  0.00            0.00            0.00
  1928           0             27936.44        28597.01        56533.45
  1928         1-4            123138.63       126578.06       249716.69
  1928         5-9            159233.70       163433.70       322667.40
  1928        10-14           149641.92       152184.10       301826.02
  1928        15-19           145325.77       146467.66       291793.43
  1928        20-24           136508.77       130751.23       267260.00
  1928        25-29           127308.49       126734.25       254042.74
  1928        30-34           120366.85       122558.89       242925.74
  1928        35-39           118300.28       120108.76       238409.04
  1928        40-44           104892.06       109725.75       214617.81
  1928        45-49            95425.20        99325.75       194750.95
  1928        50-54            81958.63        85325.48       167284.11
  1928        55-59            64266.85        66442.19       130709.04
  1928        60-64            55450.14        54083.57       109533.71
  1928        65-69            42458.63        42300.27        84758.90
  1928        70-74            32541.92        30108.78        62650.70
  1928        75-79            18591.78        17508.49        36100.27
  1928        80-84            10928.89         9072.62        20001.51
  1928        85-89             4401.79         3461.77         7863.56
  1928        90-94             1270.53          926.79         2197.32
  1928        95-99              245.91          178.05          423.96
  1928       100-104              19.76           23.45           43.21
  1928       105-109               0.00            0.24            0.24
  1928       110+                  0.00            0.00            0.00
  1929           0             27749.56        28442.44        56192.00
  1929         1-4            123508.80       126974.27       250483.07
  1929         5-9            160833.70       164975.34       325809.04
  1929        10-14           151675.62       154592.05       306267.67
  1929        15-19           148684.11       151626.31       300310.42
  1929        20-24           138525.48       135626.03       274151.51
  1929        25-29           127891.78       129917.26       257809.04
  1929        30-34           121458.63       124533.69       245992.32
  1929        35-39           119441.92       121600.27       241042.19
  1929        40-44           106825.48       112792.34       219617.82
  1929        45-49            96383.55       102509.04       198892.59
  1929        50-54            83316.99        87950.69       171267.68
  1929        55-59            65183.57        67866.85       133050.42
  1929        60-64            56050.13        55141.91       111192.04
  1929        65-69            43700.27        43558.62        87258.89
  1929        70-74            33583.56        32008.76        65592.32
  1929        75-79            19091.78        18266.84        37358.62
  1929        80-84            11087.89         9218.45        20306.34
  1929        85-89             4503.59         3467.93         7971.52
  1929        90-94             1211.50          886.67         2098.17
  1929        95-99              255.24          166.99          422.23
  1929       100-104              20.26           20.48           40.74
  1929       105-109               0.00            0.00            0.00
  1929       110+                  0.00            0.00            0.00
  1930           0             27577.45        28379.27        55956.72
  1930         1-4            123780.90       127354.16       251135.06
  1930         5-9            162433.70       166533.70       328967.40
  1930        10-14           153967.12       157400.82       311367.94
  1930        15-19           151850.68       156509.31       308359.99
  1930        20-24           140567.12       140943.01       281510.13
  1930        25-29           128333.42       132984.10       261317.52
  1930        30-34           122525.20       126250.42       248775.62
  1930        35-39           120250.13       123033.70       243283.83
  1930        40-44           108750.40       115283.83       224034.23
  1930        45-49            97266.86       104967.12       202233.98
  1930        50-54            84600.27        89958.63       174558.90
  1930        55-59            66008.49        68783.56       134792.05
  1930        60-64            56591.79        56066.85       112658.64
  1930        65-69            44900.27        44625.20        89525.47
  1930        70-74            34641.92        33616.98        68258.90
  1930        75-79            19591.79        18950.13        38541.92
  1930        80-84            11330.65         9436.45        20767.10
  1930        85-89             4614.37         3451.71         8066.08
  1930        90-94             1260.11          915.71         2175.82
  1930        95-99              248.99          147.40          396.39
  1930       100-104              23.92           22.44           46.36
  1930       105-109               0.00            0.74            0.74
  1930       110+                  0.00            0.00            0.00
  1931           0             27461.99        28336.30        55798.29
  1931         1-4            124054.72       127680.42       251735.14
  1931         5-9            163741.92       168133.71       331875.63
  1931        10-14           155850.41       160475.62       316326.03
  1931        15-19           154558.89       161276.17       315835.06
  1931        20-24           142625.48       145909.31       288534.79
  1931        25-29           128675.07       135333.70       264008.77
  1931        30-34           123191.79       128050.41       251242.20
  1931        35-39           120791.77       124867.11       245658.88
  1931        40-44           110141.92       117250.41       227392.33
  1931        45-49            97950.14       107142.20       205092.34
  1931        50-54            85683.56        91141.91       176825.47
  1931        55-59            66591.78        69841.93       136433.71
  1931        60-64            57033.42        57217.00       114250.42
  1931        65-69            46041.92        45700.28        91742.20
  1931        70-74            35741.91        34900.28        70642.19
  1931        75-79            20091.77        19491.78        39583.55
  1931        80-84            11756.31         9918.40        21674.71
  1931        85-89             4707.32         3509.70         8217.02
  1931        90-94             1308.34          903.24         2211.58
  1931        95-99              242.68          149.41          392.09
  1931       100-104              26.10           16.24           42.34
  1931       105-109               0.00            0.00            0.00
  1931       110+                  0.00            0.00            0.00
  1932           0             27994.63        28702.83        56697.46
  1932         1-4            123313.58       126871.96       250185.54
  1932         5-9            163266.29       167983.01       331249.30
  1932        10-14           159459.46       164226.02       323685.48
  1932        15-19           156358.63       163458.34       319816.97
  1932        20-24           145309.04       149158.89       294467.93
  1932        25-29           129908.77       136408.50       266317.27
  1932        30-34           122991.52       128858.36       251849.88
  1932        35-39           121408.50       126516.99       247925.49
  1932        40-44           111942.20       118700.28       230642.48
  1932        45-49            99016.99       109150.41       208167.40
  1932        50-54            87383.83        93409.04       180792.87
  1932        55-59            68025.48        71525.48       139550.96
  1932        60-64            57491.77        58033.43       115525.20
  1932        65-69            47316.99        46841.91        94158.90
  1932        70-74            37016.99        35983.56        73000.55
  1932        75-79            21058.63        20400.27        41458.90
  1932        80-84            12310.64        10390.55        22701.19
  1932        85-89             4845.21         3564.15         8409.36
  1932        90-94             1327.45          929.38         2256.83
  1932        95-99              248.72          159.41          408.13
  1932       100-104              28.86           14.85           43.71
  1932       105-109               0.00            0.00            0.00
  1932       110+                  0.00            0.00            0.00
  1933           0             28837.18        29521.87        58359.05
  1933         1-4            121329.12       124977.85       246306.97
  1933         5-9            161316.16       166057.81       327373.97
  1933        10-14           164009.31       168375.89       332385.20
  1933        15-19           155207.67       161749.31       316956.98
  1933        20-24           148700.83       152942.74       301643.57
  1933        25-29           132975.88       138333.98       271309.86
  1933        30-34           123225.21       129833.70       253058.91
  1933        35-39           122050.15       127508.49       249558.64
  1933        40-44           114125.48       120308.77       234434.25
  1933        45-49           100650.42       110775.34       211425.76
  1933        50-54            89350.41        96275.61       185626.02
  1933        55-59            70709.04        74325.75       145034.79
  1933        60-64            57933.42        58666.85       116600.27
  1933        65-69            48425.21        47766.85        96192.06
  1933        70-74            37833.42        36575.07        74408.49
  1933        75-79            22475.35        21600.28        44075.63
  1933        80-84            12665.06        10721.73        23386.79
  1933        85-89             4912.38         3613.36         8525.74
  1933        90-94             1368.70          937.12         2305.82
  1933        95-99              232.53          164.12          396.65
  1933       100-104              30.12           13.59           43.71
  1933       105-109               0.00            0.00            0.00
  1933       110+                  0.00            0.00            0.00
  1934           0             29190.26        29912.76        59103.02
  1934         1-4            118792.47       122511.62       241304.09
  1934         5-9            159057.81       163641.09       322698.90
  1934        10-14           167083.84       171108.76       338192.60
  1934        15-19           153416.44       159799.72       313216.16
  1934        20-24           151717.27       157701.09       309418.36
  1934        25-29           136525.76       140492.05       277017.81
  1934        30-34           124300.27       131375.34       255675.61
  1934        35-39           122475.06       128091.79       250566.85
  1934        40-44           116108.77       122092.05       238200.82
  1934        45-49           102508.77       111983.57       214492.34
  1934        50-54            90917.00        98800.55       189717.55
  1934        55-59            73925.75        77625.75       151551.50
  1934        60-64            58333.41        59466.84       117800.25
  1934        65-69            49441.92        48683.56        98125.48
  1934        70-74            38116.72        36816.71        74933.43
  1934        75-79            24033.69        22800.27        46833.96
  1934        80-84            13116.61        11121.39        24238.00
  1934        85-89             5028.63         3725.92         8754.55
  1934        90-94             1423.93          956.90         2380.83
  1934        95-99              237.81          166.58          404.39
  1934       100-104              34.81           12.27           47.08
  1934       105-109               0.69            0.00            0.69
  1934       110+                  0.00            0.00            0.00
  1935           0             29848.33        30736.65        60584.98
  1935         1-4            116934.95       120738.42       237673.37
  1935         5-9            155473.98       159915.62       315389.60
  1935        10-14           167591.50       171724.93       339316.43
  1935        15-19           152708.22       158483.02       311191.24
  1935        20-24           153967.11       162326.03       316293.14
  1935        25-29           140117.54       143417.54       283535.08
  1935        30-34           126433.98       133225.48       259659.46
  1935        35-39           122833.42       128475.06       251308.48
  1935        40-44           117775.34       123792.06       241567.40
  1935        45-49           104467.13       112983.56       217450.69
  1935        50-54            92375.34       100967.12       193342.46
  1935        55-59            77225.75        80984.10       158209.85
  1935        60-64            59083.57        60558.62       119642.19
  1935        65-69            50366.85        49450.13        99816.98
  1935        70-74            38316.71        36900.01        75216.72
  1935        75-79            25458.64        23825.21        49283.85
  1935        80-84            13626.51        11600.42        25226.93
  1935        85-89             5229.65         3962.25         9191.90
  1935        90-94             1503.01          967.41         2470.42
  1935        95-99              248.23          167.80          416.03
  1935       100-104              28.12           13.53           41.65
  1935       105-109               0.33            0.00            0.33
  1935       110+                  0.00            0.00            0.00
  1936           0             29051.01        30240.41        59291.42
  1936         1-4            115081.32       119492.20       234573.52
  1936         5-9            153366.59       157708.22       311074.81
  1936        10-14           165024.10       168915.62       333939.72
  1936        15-19           153900.55       160234.24       314134.79
  1936        20-24           154741.64       166650.96       321392.60
  1936        25-29           143509.05       146984.11       290493.16
  1936        30-34           129875.90       136842.74       266718.64
  1936        35-39           122766.59       128074.80       250841.39
  1936        40-44           119450.42       126017.26       245467.68
  1936        45-49           106292.05       114100.29       220392.34
  1936        50-54            94108.76       103200.54       197309.30
  1936        55-59            80467.39        84500.82       164968.21
  1936        60-64            60375.34        62267.13       122642.47
  1936        65-69            50700.00        49641.65       100341.65
  1936        70-74            38341.64        36783.29        75124.93
  1936        75-79            26408.48        24491.79        50900.27
  1936        80-84            14131.69        12029.65        26161.34
  1936        85-89             5453.69         4238.25         9691.94
  1936        90-94             1532.21          971.49         2503.70
  1936        95-99              262.15          188.06          450.21
  1936       100-104              31.03           16.62           47.65
  1936       105-109               1.39            0.00            1.39
  1936       110+                  0.00            0.00            0.00
  1937           0             27662.97        28950.96        56613.93
  1937         1-4            113703.33       118048.48       231751.81
  1937         5-9            153200.01       157441.64       310641.65
  1937        10-14           162991.51       167233.42       330224.93
  1937        15-19           157817.81       163942.47       321760.28
  1937        20-24           155575.33       166941.09       322516.42
  1937        25-29           146025.47       149567.12       295592.59
  1937        30-34           131908.49       138041.37       269949.86
  1937        35-39           123416.99       129333.97       252750.96
  1937        40-44           120258.37       126691.50       246949.87
  1937        45-49           107992.05       115066.86       223058.91
  1937        50-54            95716.99       104841.92       200558.91
  1937        55-59            82675.34        86992.05       169667.39
  1937        60-64            62283.83        64208.76       126492.59
  1937        65-69            51692.06        50708.76       102400.82
  1937        70-74            39058.64        37283.56        76342.20
  1937        75-79            27108.49        24933.43        52041.92
  1937        80-84            14783.12        12458.19        27241.31
  1937        85-89             5651.02         4371.77        10022.79
  1937        90-94             1546.02          973.38         2519.40
  1937        95-99              277.09          180.83          457.92
  1937       100-104              23.78           17.91           41.69
  1937       105-109               0.00            0.00            0.00
  1937       110+                  0.00            0.00            0.00
  1938           0             27030.64        28275.88        55306.52
  1938         1-4            112910.72       117023.84       229934.56
  1938         5-9            152616.44       156933.15       309549.59
  1938        10-14           162233.15       166816.44       329049.59
  1938        15-19           162759.45       168084.39       330843.84
  1938        20-24           154857.81       164032.61       318890.42
  1938        25-29           148709.04       152325.75       301034.79
  1938        30-34           133775.61       138725.49       272501.10
  1938        35-39           124466.85       131550.40       256017.25
  1938        40-44           120650.15       126750.14       247400.29
  1938        45-49           109633.69       116100.28       225733.97
  1938        50-54            97408.76       106175.35       203584.11
  1938        55-59            84058.63        88925.48       172984.11
  1938        60-64            64833.97        66517.27       131351.24
  1938        65-69            52983.57        52141.91       105125.48
  1938        70-74            40300.27        38166.84        78467.11
  1938        75-79            27633.42        25216.71        52850.13
  1938        80-84            15324.43        12839.38        28163.81
  1938        85-89             5840.17         4494.83        10335.00
  1938        90-94             1562.86          996.96         2559.82
  1938        95-99              277.06          192.29          469.35
  1938       100-104              20.89           22.91           43.80
  1938       105-109               0.00            0.00            0.00
  1938       110+                  0.00            0.00            0.00
  1939           0             27386.97        28690.66        56077.63
  1939         1-4            113121.79       117218.11       230339.90
  1939         5-9            151266.30       155432.86       306699.16
  1939        10-14           161608.22       166108.23       327716.45
  1939        15-19           166609.04       171517.25       338126.29
  1939        20-24           154075.07       161474.52       315549.59
  1939        25-29           151283.83       155684.12       306967.95
  1939        30-34           135775.34       140183.55       275958.89
  1939        35-39           125325.21       133467.12       258792.33
  1939        40-44           121075.06       127058.37       248133.43
  1939        45-49           111058.63       117300.28       228358.91
  1939        50-54            99367.11       107500.28       206867.39
  1939        55-59            85125.20        90733.70       175858.90
  1939        60-64            67750.68        69233.97       136984.65
  1939        65-69            54100.28        53358.63       107458.91
  1939        70-74            41500.27        39083.55        80583.82
  1939        75-79            27975.07        25299.99        53275.06
  1939        80-84            15962.20        13263.09        29225.29
  1939        85-89             6054.62         4738.94        10793.56
  1939        90-94             1617.54         1063.07         2680.61
  1939        95-99              276.09          195.77          471.86
  1939       100-104              24.65           20.92           45.57
  1939       105-109               0.00            0.00            0.00
  1939       110+                  0.00            0.00            0.00
  1940           0             27729.90        29015.12        56745.02
  1940         1-4            114328.73       118385.15       232713.88
  1940         5-9            150833.42       154950.13       305783.55
  1940        10-14           159766.02       164207.66       323973.68
  1940        15-19           168483.56       173475.34       341958.90
  1940        20-24           154841.92       159958.09       314800.01
  1940        25-29           153950.68       158617.26       312567.94
  1940        30-34           138033.98       142642.47       280676.45
  1940        35-39           126633.70       135642.20       262275.90
  1940        40-44           121375.07       127450.14       248825.21
  1940        45-49           112241.93       118383.56       230625.49
  1940        50-54           101367.13       108641.92       210009.05
  1940        55-59            86141.91        92275.35       178417.26
  1940        60-64            70750.68        71975.62       142726.30
  1940        65-69            55592.05        54892.06       110484.11
  1940        70-74            42816.99        40083.55        82900.54
  1940        75-79            28391.78        25475.08        53866.86
  1940        80-84            16615.57        13689.42        30304.99
  1940        85-89             6239.08         4882.68        11121.76
  1940        90-94             1694.77         1122.82         2817.59
  1940        95-99              300.91          186.59          487.50
  1940       100-104              25.01           20.66           45.67
  1940       105-109               0.00            0.00            0.00
  1940       110+                  0.00            0.00            0.00
  1941           0             29058.12        30233.18        59291.30
  1941         1-4            115759.42       119767.64       235527.06
  1941         5-9            149599.45       153857.80       303457.25
  1941        10-14           159533.70       163933.69       323467.39
  1941        15-19           167791.24       172991.23       340782.47
  1941        20-24           158276.16       161892.60       320168.76
  1941        25-29           155550.14       159816.72       315366.86
  1941        30-34           140192.04       144975.34       285167.38
  1941        35-39           128467.12       138058.90       266526.02
  1941        40-44           121850.14       128050.14       249900.28
  1941        45-49           112991.78       119150.14       232141.92
  1941        50-54           103308.77       109625.21       212933.98
  1941        55-59            87241.91        93541.92       180783.83
  1941        60-64            73400.54        74383.83       147784.37
  1941        65-69            57642.20        56825.47       114467.67
  1941        70-74            44041.91        41025.21        85067.12
  1941        75-79            29008.49        25775.07        54783.56
  1941        80-84            17508.95        14165.59        31674.54
  1941        85-89             6532.13         5017.68        11549.81
  1941        90-94             1740.34         1189.94         2930.28
  1941        95-99              303.74          173.15          476.89
  1941       100-104              27.80           19.30           47.10
  1941       105-109               0.25            0.27            0.52
  1941       110+                  0.00            0.00            0.00
  1942           0             31933.66        33213.13        65146.79
  1942         1-4            119601.67       123830.70       243432.37
  1942         5-9            148775.06       153016.72       301791.78
  1942        10-14           160900.28       165008.50       325908.78
  1942        15-19           167350.14       171791.50       339141.64
  1942        20-24           165476.99       166867.95       332344.94
  1942        25-29           158892.88       162467.67       321360.55
  1942        30-34           144401.36       148634.53       293035.89
  1942        35-39           131400.82       141084.12       272484.94
  1942        40-44           123500.55       130225.76       253726.31
  1942        45-49           114483.83       120683.84       235167.67
  1942        50-54           105500.55       111342.19       216842.74
  1942        55-59            89333.97        95692.33       185026.30
  1942        60-64            75567.11        76642.18       152209.29
  1942        65-69            59708.77        58692.05       118400.82
  1942        70-74            45200.28        42041.92        87242.20
  1942        75-79            29825.20        26250.14        56075.34
  1942        80-84            17979.67        14386.86        32366.53
  1942        85-89             6915.21         5157.47        12072.68
  1942        90-94             1796.12         1218.30         3014.42
  1942        95-99              305.78          187.73          493.51
  1942       100-104              25.26           14.47           39.73
  1942       105-109               0.00            0.00            0.00
  1942       110+                  0.00            0.00            0.00
  1943           0             35027.26        36429.94        71457.20
  1943         1-4            124491.10       129180.20       253671.30
  1943         5-9            147849.59       152341.37       300190.96
  1943        10-14           160232.88       164132.87       324365.75
  1943        15-19           165849.32       169924.38       335773.70
  1943        20-24           170675.62       171184.11       341859.73
  1943        25-29           160341.37       163132.88       323474.25
  1943        30-34           148300.55       152142.19       300442.74
  1943        35-39           133658.63       142558.35       276216.98
  1943        40-44           124850.15       132475.34       257325.49
  1943        45-49           115983.57       122008.50       237992.07
  1943        50-54           107141.92       112708.49       219850.41
  1943        55-59            91900.55        97950.41       189850.96
  1943        60-64            77100.28        78708.77       155809.05
  1943        65-69            61433.70        60100.28       121533.98
  1943        70-74            46166.85        42966.85        89133.70
  1943        75-79            30608.48        26850.14        57458.62
  1943        80-84            18599.22        14787.70        33386.92
  1943        85-89             7164.39         5398.91        12563.30
  1943        90-94             1877.09         1251.56         3128.65
  1943        95-99              313.55          200.33          513.88
  1943       100-104              25.27           14.50           39.77
  1943       105-109               0.25            0.00            0.25
  1943       110+                  0.00            0.00            0.00
  1944           0             36837.72        38890.39        75728.11
  1944         1-4            129263.64       135144.95       264408.59
  1944         5-9            148675.62       153433.97       302109.59
  1944        10-14           157590.96       161841.11       319432.07
  1944        15-19           164308.22       168216.45       332524.67
  1944        20-24           173083.84       172249.86       345333.70
  1944        25-29           159975.07       162008.23       321983.30
  1944        30-34           151342.46       155142.47       306484.93
  1944        35-39           135542.19       143066.84       278609.03
  1944        40-44           125741.91       134267.11       260009.02
  1944        45-49           117275.34       122941.91       240217.25
  1944        50-54           108183.57       113525.20       221708.77
  1944        55-59            94475.62        99867.12       194342.74
  1944        60-64            78358.64        80842.19       159200.83
  1944        65-69            63150.41        61416.99       124567.40
  1944        70-74            47025.21        43825.20        90850.41
  1944        75-79            31366.86        27450.14        58817.00
  1944        80-84            19075.57        15031.04        34106.61
  1944        85-89             7318.46         5424.42        12742.88
  1944        90-94             1924.80         1250.32         3175.12
  1944        95-99              311.57          191.36          502.93
  1944       100-104              23.91           15.07           38.98
  1944       105-109               0.47            0.00            0.47
  1944       110+                  0.00            0.00            0.00
  1945           0             38712.66        41135.04        79847.70
  1945         1-4            134555.83       140591.54       275147.37
  1945         5-9            149916.71       154074.80       303991.51
  1945        10-14           154957.81       159107.67       314065.48
  1945        15-19           163749.85       166807.95       330557.80
  1945        20-24           174700.28       171416.44       346116.72
  1945        25-29           161850.68       160924.66       322775.34
  1945        30-34           154784.12       157358.64       312142.76
  1945        35-39           138192.33       144216.98       282409.31
  1945        40-44           127133.70       135741.91       262875.61
  1945        45-49           118833.70       124041.91       242875.61
  1945        50-54           109241.92       114250.13       223492.05
  1945        55-59            96942.19       101458.63       198400.82
  1945        60-64            79775.34        82850.40       162625.74
  1945        65-69            64716.99        62700.28       127417.27
  1945        70-74            47866.85        44666.86        92533.71
  1945        75-79            32050.14        27933.42        59983.56
  1945        80-84            19550.73        15328.03        34878.76
  1945        85-89             7735.54         5639.33        13374.87
  1945        90-94             2019.06         1318.74         3337.80
  1945        95-99              346.68          193.42          540.10
  1945       100-104              34.57           14.01           48.58
  1945       105-109               1.00            0.45            1.45
  1945       110+                  0.00            0.00            0.00
  1946           0             40005.10        42300.57        82305.67
  1946         1-4            139746.13       146034.23       285780.36
  1946         5-9            153559.73       158310.13       311869.86
  1946        10-14           154583.56       158600.27       313183.83
  1946        15-19           163383.28       166100.00       329483.28
  1946        20-24           175316.71       172575.62       347892.33
  1946        25-29           166426.31       164735.07       331161.38
  1946        30-34           158475.89       160175.89       318651.78
  1946        35-39           142434.52       147426.02       289860.54
  1946        40-44           129433.98       137425.48       266859.46
  1946        45-49           120842.19       126367.40       247209.59
  1946        50-54           110633.70       115258.62       225892.32
  1946        55-59            99067.12       103108.76       202175.88
  1946        60-64            81683.84        84767.12       166450.96
  1946        65-69            66175.34        64367.12       130542.46
  1946        70-74            48958.62        45758.63        94717.25
