Canada-Ontario, Population size (abridged)	Last modified: 28 May 2025;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  1947           0             42010.05        44345.58        86355.63
  1947         1-4            146934.33       154124.01       301058.34
  1947         5-9            158784.38       164751.23       323535.61
  1947        10-14           155233.43       159566.85       314800.28
  1947        15-19           162483.02       165516.43       327999.45
  1947        20-24           175516.72       174225.21       349741.93
  1947        25-29           170200.55       169533.97       339734.52
  1947        30-34           161325.48       162850.41       324175.89
  1947        35-39           146525.76       151109.04       297634.80
  1947        40-44           132409.05       139525.48       271934.53
  1947        45-49           122733.69       128925.49       251659.18
  1947        50-54           112175.33       116733.69       228909.02
  1947        55-59           100833.70       104483.57       205317.27
  1947        60-64            83883.84        86592.05       170475.89
  1947        65-69            68025.49        66600.55       134626.04
  1947        70-74            50550.40        47292.06        97842.46
  1947        75-79            33600.27        29516.98        63117.25
  1947        80-84            20731.47        16047.50        36778.97
  1947        85-89             8605.95         6108.99        14714.94
  1947        90-94             2380.26         1457.61         3837.87
  1947        95-99              365.86          223.42          589.28
  1947       100-104              35.07           19.77           54.84
  1947       105-109               2.00            1.46            3.46
  1947       110+                  0.00            0.00            0.00
  1948           0             45485.10        49067.15        94552.25
  1948         1-4            156584.76       166520.80       323105.56
  1948         5-9            164026.30       170793.14       334819.44
  1948        10-14           156100.26       160658.63       316758.89
  1948        15-19           160966.30       164283.02       325249.32
  1948        20-24           175716.72       175533.70       351250.42
  1948        25-29           173475.89       172625.74       346101.63
  1948        30-34           163833.98       164883.84       328717.82
  1948        35-39           150701.09       155026.04       305727.13
  1948        40-44           135042.19       141567.12       276609.31
  1948        45-49           124450.40       130441.92       254892.32
  1948        50-54           113500.27       119033.98       232534.25
  1948        55-59           102083.56       104958.37       207041.93
  1948        60-64            85733.70        88058.64       173792.34
  1948        65-69            70183.84        69409.04       139592.88
  1948        70-74            52933.98        49225.48       102159.46
  1948        75-79            34858.63        30975.34        65833.97
  1948        80-84            21254.49        16427.30        37681.79
  1948        85-89             8980.74         6322.20        15302.94
  1948        90-94             2468.40         1470.17         3938.57
  1948        95-99              408.63          234.65          643.28
  1948       100-104              37.25           19.52           56.77
  1948       105-109               2.47            2.00            4.47
  1948       110+                  0.00            0.00            0.00
  1949           0             49227.19        52307.33       101534.52
  1949         1-4            167309.52       178170.21       345479.73
  1949         5-9            170193.16       179452.33       349645.49
  1949        10-14           157241.91       162133.69       319375.60
  1949        15-19           159541.36       163291.50       322832.86
  1949        20-24           175858.36       177425.47       353283.83
  1949        25-29           179068.22       176801.10       355869.32
  1949        30-34           166984.11       167725.75       334709.86
  1949        35-39           155209.31       160051.24       315260.55
  1949        40-44           138042.47       144500.83       282543.30
  1949        45-49           126658.90       132533.98       259192.88
  1949        50-54           115167.11       121308.77       236475.88
  1949        55-59           102908.50       105175.07       208083.57
  1949        60-64            87100.28        88950.14       176050.42
  1949        65-69            72092.06        71867.12       143959.18
  1949        70-74            55442.20        51150.40       106592.60
  1949        75-79            35983.57        31891.78        67875.35
  1949        80-84            21651.46        16779.93        38431.39
  1949        85-89             9278.80         6465.56        15744.36
  1949        90-94             2565.18         1510.66         4075.84
  1949        95-99              422.38          234.84          657.22
  1949       100-104              43.02           23.80           66.82
  1949       105-109               3.75            2.00            5.75
  1949       110+                  0.47            0.00            0.47
  1950           0             51840.49        53396.94       105237.43
  1950         1-4            177161.97       185904.70       363066.67
  1950         5-9            178152.05       187960.00       366112.05
  1950        10-14           158983.84       163733.70       322717.54
  1950        15-19           158066.30       162824.93       320891.23
  1950        20-24           175783.30       177891.52       353674.82
  1950        25-29           185926.58       181134.24       367060.82
  1950        30-34           171201.10       170850.68       342051.78
  1950        35-39           159917.80       164926.03       324843.83
  1950        40-44           141892.60       148042.46       289935.06
  1950        45-49           128283.56       134633.69       262917.25
  1950        50-54           117633.98       123325.47       240959.45
  1950        55-59           103783.58       105358.35       209141.93
  1950        60-64            88825.48        89783.56       178609.04
  1950        65-69            74083.83        73867.13       147950.96
  1950        70-74            57800.55        52716.98       110517.53
  1950        75-79            36750.12        32391.77        69141.89
  1950        80-84            22114.69        16989.12        39103.81
  1950        85-89             9586.06         6620.66        16206.72
  1950        90-94             2657.90         1552.44         4210.34
  1950        95-99              458.46          215.80          674.26
  1950       100-104              38.64           23.39           62.03
  1950       105-109               5.88            1.55            7.43
  1950       110+                  1.00            0.45            1.45
  1951           0             54266.91        56181.70       110448.61
  1951         1-4            189562.13       198489.80       388051.93
  1951         5-9            189369.59       198936.44       388306.03
  1951        10-14           159724.93       165158.64       324883.57
  1951        15-19           156291.24       161241.09       317532.33
  1951        20-24           175524.92       177191.52       352716.44
  1951        25-29           193585.20       187176.72       380761.92
  1951        30-34           175592.61       173033.69       348626.30
  1951        35-39           165559.73       170243.02       335802.75
  1951        40-44           145875.89       152651.23       298527.12
  1951        45-49           129225.20       137167.40       266392.60
  1951        50-54           120258.91       125367.12       245626.03
  1951        55-59           104550.14       105458.35       210008.49
  1951        60-64            90575.34        90841.91       181417.25
  1951        65-69            76633.97        76275.62       152909.59
  1951        70-74            60083.84        54233.69       114317.53
  1951        75-79            37350.14        32716.71        70066.85
  1951        80-84            23044.80        17669.68        40714.48
  1951        85-89             9902.55         6609.80        16512.35
  1951        90-94             2843.83         1722.56         4566.39
  1951        95-99              475.73          220.53          696.26
  1951       100-104              41.19           25.72           66.91
  1951       105-109               6.47            2.37            8.84
  1951       110+                  1.47            1.00            2.47
  1952           0             55904.42        58474.63       114379.05
  1952         1-4            202531.75       213428.66       415960.41
  1952         5-9            205962.73       216796.43       422759.16
  1952        10-14           166369.31       172235.89       338605.20
  1952        15-19           157484.11       162650.95       320135.06
  1952        20-24           176567.12       178592.34       355159.46
  1952        25-29           198400.54       194209.87       392610.41
  1952        30-34           183544.12       178601.91       362146.03
  1952        35-39           171893.15       176376.44       348269.59
  1952        40-44           151351.51       159218.35       310569.86
  1952        45-49           132050.96       141534.52       273585.48
  1952        50-54           122467.12       127600.55       250067.67
  1952        55-59           106609.04       107133.97       213743.01
  1952        60-64            92133.70        91708.50       183842.20
  1952        65-69            78792.06        77925.20       156717.26
  1952        70-74            62108.77        56125.48       118234.25
  1952        75-79            38650.42        33558.63        72209.05
  1952        80-84            23178.90        17955.13        41134.03
  1952        85-89            10270.60         6809.81        17080.41
  1952        90-94             2941.09         1754.92         4696.01
  1952        95-99              498.14          260.21          758.35
  1952       100-104              49.43           27.81           77.24
  1952       105-109               5.94            2.00            7.94
  1952       110+                  0.00            1.46            1.46
  1953           0             56997.64        59140.36       116138.00
  1953         1-4            212846.48       224828.69       437675.17
  1953         5-9            222053.14       235128.76       457181.90
  1953        10-14           176627.13       182268.77       358895.90
  1953        15-19           160592.32       166092.33       326684.65
  1953        20-24           178333.70       181025.48       359359.18
  1953        25-29           200333.71       200151.23       400484.94
  1953        30-34           192493.43       186418.35       378911.78
  1953        35-39           177517.81       182034.52       359552.33
  1953        40-44           157192.88       165859.73       323052.61
  1953        45-49           136134.25       146092.59       282226.84
  1953        50-54           124292.06       130000.55       254292.61
  1953        55-59           109358.90       109817.26       219176.16
  1953        60-64            93616.98        92525.21       186142.19
  1953        65-69            80316.99        78708.50       159025.49
  1953        70-74            64008.76        58050.41       122059.17
  1953        75-79            40333.71        34683.56        75017.27
  1953        80-84            23970.51        18492.22        42462.73
  1953        85-89            10630.20         7025.75        17655.95
  1953        90-94             3122.27         1828.36         4950.63
  1953        95-99              552.74          281.51          834.25
  1953       100-104              49.71           21.68           71.39
  1953       105-109               7.40            0.91            8.31
  1953       110+                  0.00            1.00            1.00
  1954           0             58066.37        60355.82       118422.19
  1954         1-4            223002.95       235647.20       458650.15
  1954         5-9            237837.26       251453.69       489290.95
  1954        10-14           186627.39       192227.40       378854.79
  1954        15-19           163842.46       169050.69       332893.15
  1954        20-24           179816.98       182950.41       362767.39
  1954        25-29           201933.71       205026.02       406959.73
  1954        30-34           201477.26       195393.97       396871.23
  1954        35-39           182809.58       187292.87       370102.45
  1954        40-44           162959.73       172368.21       335327.94
  1954        45-49           140717.81       150542.74       291260.55
  1954        50-54           126283.84       132692.33       258976.17
  1954        55-59           111975.62       112709.03       224684.65
  1954        60-64            95250.42        93425.22       188675.64
  1954        65-69            81950.41        79525.20       161475.61
  1954        70-74            65967.12        59908.77       125875.89
  1954        75-79            41992.05        35800.28        77792.33
  1954        80-84            24633.53        18884.11        43517.64
  1954        85-89            10872.70         7332.39        18205.09
  1954        90-94             3258.10         1845.15         5103.25
  1954        95-99              568.58          273.78          842.36
  1954       100-104              53.93           21.39           75.32
  1954       105-109               6.46            1.90            8.36
  1954       110+                  0.47            1.00            1.47
  1955           0             59090.84        61831.96       120922.80
  1955         1-4            234045.33       245795.44       479840.77
  1955         5-9            254628.77       266719.99       521348.76
  1955        10-14           196135.34       202960.81       399096.15
  1955        15-19           166992.33       171992.32       338984.65
  1955        20-24           181041.91       183233.15       364275.06
  1955        25-29           203358.63       208475.62       411834.25
  1955        30-34           210093.43       205202.19       415295.62
  1955        35-39           188017.82       191425.74       379443.56
  1955        40-44           168592.87       178292.89       346885.76
  1955        45-49           145367.68       155009.32       300377.00
  1955        50-54           128250.41       135417.26       263667.67
  1955        55-59           114383.84       115633.99       230017.83
  1955        60-64            96875.34        94266.84       191142.18
  1955        65-69            83808.76        80366.85       164175.61
  1955        70-74            67908.76        61516.99       129425.75
  1955        75-79            43400.27        36941.91        80342.18
  1955        80-84            25842.22        19780.56        45622.78
  1955        85-89            11165.72         7502.40        18668.12
  1955        90-94             3439.68         1964.86         5404.54
  1955        95-99              612.40          304.73          917.13
  1955       100-104              61.56           24.01           85.57
  1955       105-109               5.41            2.46            7.87
  1955       110+                  0.00            1.00            1.00
  1956           0             59908.22        62681.87       122590.09
  1956         1-4            244110.68       254395.12       498505.80
  1956         5-9            270136.72       281320.00       551456.72
  1956        10-14           204643.56       213510.69       418154.25
  1956        15-19           169717.26       174833.96       344551.22
  1956        20-24           182200.27       182608.22       364808.49
  1956        25-29           204775.34       211000.55       415775.89
  1956        30-34           218318.63       213635.07       431953.70
  1956        35-39           192959.44       194550.69       387510.13
  1956        40-44           173834.52       183184.38       357018.90
  1956        45-49           149475.89       159309.32       308785.21
  1956        50-54           129875.35       137842.19       267717.54
  1956        55-59           116350.42       118317.27       234667.69
  1956        60-64            98258.63        95066.84       193325.47
  1956        65-69            85416.98        81108.49       166525.47
  1956        70-74            69925.48        62858.64       132784.12
  1956        75-79            44425.21        37983.57        82408.78
  1956        80-84            26867.81        20445.65        47313.46
  1956        85-89            11788.98         8007.74        19796.72
  1956        90-94             3614.01         2017.87         5631.88
  1956        95-99              645.08          328.98          974.06
  1956       100-104              59.23           25.31           84.54
  1956       105-109               5.40            2.45            7.85
  1956       110+                  0.47            1.00            1.47
  1957           0             63346.92        66034.72       129381.64
  1957         1-4            254381.85       264644.19       519026.04
  1957         5-9            282952.59       294927.96       577880.55
  1957        10-14           219537.81       229938.08       449475.89
  1957        15-19           175293.43       182069.03       357362.46
  1957        20-24           186726.57       186776.71       373503.28
  1957        25-29           209368.21       216318.36       425686.57
  1957        30-34           225693.16       222460.54       448153.70
  1957        35-39           201886.02       201985.75       403871.77
  1957        40-44           178917.80       187200.82       366118.62
  1957        45-49           154426.30       164484.66       318910.96
  1957        50-54           132775.89       140959.17       273735.06
  1957        55-59           118325.47       120917.26       239242.73
  1957        60-64           100142.19        96917.26       197059.45
  1957        65-69            86583.57        81866.86       168450.43
  1957        70-74            72083.84        63925.20       136009.04
  1957        75-79            45908.78        39216.98        85125.76
  1957        80-84            28377.26        21137.47        49514.73
  1957        85-89            11979.77         8142.79        20122.56
  1957        90-94             3778.87         2074.08         5852.95
  1957        95-99              673.71          326.82         1000.53
  1957       100-104              55.90           31.41           87.31
  1957       105-109               4.47            3.45            7.92
  1957       110+                  0.00            1.00            1.00
  1958           0             67834.53        70995.32       138829.85
  1958         1-4            265227.11       276433.45       541660.56
  1958         5-9            295403.02       308061.37       603464.39
  1958        10-14           237678.90       249337.54       487016.44
  1958        15-19           184510.69       192410.68       376921.37
  1958        20-24           191934.25       191709.05       383643.30
  1958        25-29           213367.13       220216.99       433584.12
  1958        30-34           229158.63       228659.19       457817.82
  1958        35-39           212110.41       211243.58       423353.99
  1958        40-44           183684.38       190333.98       374018.36
  1958        45-49           159951.23       169584.38       329535.61
  1958        50-54           136617.55       144367.40       280984.95
  1958        55-59           119958.64       122641.92       242600.56
  1958        60-64           102092.05        98700.28       200792.33
  1958        65-69            87641.92        82433.43       170075.35
  1958        70-74            73933.69        64650.14       138583.83
  1958        75-79            47633.70        40441.91        88075.61
  1958        80-84            29260.15        21515.59        50775.74
  1958        85-89            12635.51         8510.22        21145.73
  1958        90-94             3928.20         2120.75         6048.95
  1958        95-99              719.03          341.73         1060.76
  1958       100-104              57.62           31.76           89.38
  1958       105-109               3.00            3.95            6.95
  1958       110+                  0.47            1.00            1.47
  1959           0             70630.48        74341.21       144971.69
  1959         1-4            273138.02       285269.19       558407.21
  1959         5-9            306443.84       319785.75       626229.59
  1959        10-14           252853.14       265986.85       518839.99
  1959        15-19           192768.22       201076.70       393844.92
  1959        20-24           193600.00       192533.15       386133.15
  1959        25-29           212857.81       220333.16       433190.97
  1959        30-34           229991.79       232067.39       462059.18
  1959        35-39           220451.77       218434.79       438886.56
  1959        40-44           188284.38       193600.82       381885.20
  1959        45-49           165351.23       174592.87       339944.10
  1959        50-54           141117.80       148501.09       289618.89
  1959        55-59           122192.32       124967.39       247159.71
  1959        60-64           104550.69       100950.70       205501.39
  1959        65-69            89383.85        83183.56       172567.41
  1959        70-74            75767.13        65483.56       141250.69
  1959        75-79            49467.12        41716.99        91184.11
  1959        80-84            30596.22        22286.29        52882.51
  1959        85-89            13006.53         8515.11        21521.64
  1959        90-94             4048.70         2275.39         6324.09
  1959        95-99              774.85          331.55         1106.40
  1959       100-104              70.59           36.01          106.60
  1959       105-109               4.09            5.21            9.30
  1959       110+                  0.00            1.45            1.45
  1960           0             72211.95        76279.12       148491.07
  1960         1-4            278564.50       291497.60       570062.10
  1960         5-9            316760.82       330852.61       647613.43
  1960        10-14           267470.14       281736.98       549207.12
  1960        15-19           200852.04       209860.55       410712.59
  1960        20-24           194650.41       192024.93       386675.34
  1960        25-29           211258.08       218657.80       429915.88
  1960        30-34           229499.73       233983.56       463483.29
  1960        35-39           227784.93       224718.08       452503.01
  1960        40-44           192650.96       196617.27       389268.23
  1960        45-49           170576.17       179134.25       349710.42
  1960        50-54           145884.40       152717.54       298601.94
  1960        55-59           124625.47       127817.25       252442.72
  1960        60-64           107258.91       103833.97       211092.88
  1960        65-69            91467.13        84241.93       175709.06
  1960        70-74            77241.92        66250.13       143492.05
  1960        75-79            51350.40        42941.91        94292.31
  1960        80-84            31388.00        22645.00        54033.00
  1960        85-89            13633.22         8811.56        22444.78
  1960        90-94             4126.72         2405.40         6532.12
  1960        95-99              797.39          362.74         1160.13
  1960       100-104              65.65           35.39          101.04
  1960       105-109               4.01            6.92           10.93
  1960       110+                  0.00            0.00            0.00
  1961           0             74632.92        78422.33       153055.25
  1961         1-4            283194.57       297324.73       580519.30
  1961         5-9            325916.56       341265.22       667181.78
  1961        10-14           282711.57       297483.72       580195.29
  1961        15-19           209982.77       219244.84       429227.61
  1961        20-24           196099.10       191005.98       387105.08
  1961        25-29           209786.93       215299.82       425086.75
  1961        30-34           227241.16       234072.63       461313.79
  1961        35-39           234075.90       230525.35       464601.25
  1961        40-44           196068.98       199036.94       395105.92
  1961        45-49           175117.11       182613.13       357730.24
  1961        50-54           150219.46       156371.06       306590.52
  1961        55-59           126550.99       130140.66       256691.65
  1961        60-64           109689.45       106651.48       216340.93
  1961        65-69            93413.44        85374.02       178787.46
  1961        70-74            78716.56        66721.75       145438.31
  1961        75-79            52925.73        43877.94        96803.67
  1961        80-84            33058.00        23548.00        56606.00
  1961        85-89            14148.81         9058.65        23207.46
  1961        90-94             4454.98         2555.74         7010.72
  1961        95-99              816.86          368.71         1185.57
  1961       100-104              74.98           38.30          113.28
  1961       105-109               4.35            5.16            9.51
  1961       110+                  0.00            0.45            0.45
  1962           0             75118.57        78441.26       153559.83
  1962         1-4            289431.07       303997.67       593428.74
  1962         5-9            332665.10       348801.21       681466.31
  1962        10-14           295492.51       310367.10       605859.61
  1962        15-19           222584.43       231821.18       454405.61
  1962        20-24           198189.38       192314.77       390504.15
  1962        25-29           207256.13       210468.44       417724.57
  1962        30-34           223950.54       232065.57       456016.11
  1962        35-39           237279.82       234138.26       471418.08
  1962        40-44           201162.28       202644.45       403806.73
  1962        45-49           178651.04       185243.36       363894.40
  1962        50-54           154209.05       159883.29       314092.34
  1962        55-59           129374.40       132747.51       262121.91
  1962        60-64           112006.26       108842.48       220848.74
  1962        65-69            95436.99        86585.04       182022.03
  1962        70-74            79904.17        66943.60       146847.77
  1962        75-79            54651.20        44597.74        99248.94
  1962        80-84            33990.00        24216.00        58206.00
  1962        85-89            15060.26         9485.47        24545.73
  1962        90-94             4533.77         2527.79         7061.56
  1962        95-99              835.95          386.76         1222.71
  1962       100-104              90.39           41.02          131.41
  1962       105-109               4.61            3.96            8.57
  1962       110+                  0.00            0.00            0.00
  1963           0             74960.77        78580.93       153541.70
  1963         1-4            295098.06       309449.95       604548.01
  1963         5-9            340670.34       356880.43       697550.77
  1963        10-14           305002.59       319730.72       624733.31
  1963        15-19           239915.51       248298.59       488214.10
  1963        20-24           203072.05       198165.32       401237.37
  1963        25-29           205309.48       205741.27       411050.75
  1963        30-34           220515.05       228703.26       449218.31
  1963        35-39           236696.79       235255.48       471952.27
  1963        40-44           208655.18       207836.29       416491.47
  1963        45-49           181302.86       187006.40       368309.26
  1963        50-54           158033.95       163589.30       321623.25
  1963        55-59           132836.95       135570.28       268407.23
  1963        60-64           114252.76       110673.77       224926.53
  1963        65-69            97938.64        87976.67       185915.31
  1963        70-74            80711.35        67230.02       147941.37
  1963        75-79            56456.96        45072.82       101529.78
  1963        80-84            35472.00        24966.00        60438.00
  1963        85-89            15658.15         9769.59        25427.74
  1963        90-94             4820.51         2623.22         7443.73
  1963        95-99              860.40          414.51         1274.91
  1963       100-104              97.12           40.22          137.34
  1963       105-109               5.80            3.42            9.22
  1963       110+                  0.00            0.05            0.05
  1964           0             74209.41        78060.47       152269.88
  1964         1-4            298551.91       312763.29       611315.20
  1964         5-9            350627.69       367102.37       717730.06
  1964        10-14           313056.19       327810.41       640866.60
  1964        15-19           258478.42       266147.54       524625.96
  1964        20-24           211672.65       207576.19       419248.84
  1964        25-29           206157.51       204020.19       410177.70
  1964        30-34           218730.60       226224.86       444955.46
  1964        35-39           234800.50       235867.61       470668.11
  1964        40-44           217604.35       214716.68       432321.03
  1964        45-49           183913.23       188154.73       372067.96
  1964        50-54           162494.96       167988.01       330482.97
  1964        55-59           136447.37       138470.94       274918.31
  1964        60-64           116848.81       112894.14       229742.95
  1964        65-69           100546.99        89390.47       189937.46
  1964        70-74            82182.95        67910.86       150093.81
  1964        75-79            58026.59        45320.54       103347.13
  1964        80-84            36626.00        25679.00        62305.00
  1964        85-89            16341.22         9980.29        26321.51
  1964        90-94             4911.53         2615.11         7526.64
  1964        95-99              908.86          439.23         1348.09
  1964       100-104              96.79           43.81          140.60
  1964       105-109               4.59            3.53            8.12
  1964       110+                  0.00            0.05            0.05
  1965           0             72270.96        76206.01       148476.97
  1965         1-4            299652.80       313830.40       613483.20
  1965         5-9            361069.75       377801.36       738871.11
  1965        10-14           321442.17       336547.12       657989.29
  1965        15-19           274902.38       283268.84       558171.22
  1965        20-24           222824.21       219267.83       442092.04
  1965        25-29           209188.48       205936.31       415124.79
  1965        30-34           218536.44       225319.17       443855.61
  1965        35-39           233259.78       237000.98       470260.76
  1965        40-44           226511.84       222590.99       449102.83
  1965        45-49           187536.28       189933.37       377469.65
  1965        50-54           167546.09       172801.11       340347.20
  1965        55-59           140333.07       141735.87       282068.94
  1965        60-64           119816.53       115543.89       235360.42
  1965        65-69           102787.22        90848.27       193635.49
  1965        70-74            84533.52        68952.10       153485.62
  1965        75-79            59640.81        45712.78       105353.59
  1965        80-84            38432.00        26675.00        65107.00
  1965        85-89            16993.00        10259.00        27252.00
  1965        90-94             5298.22         2769.56         8067.78
  1965        95-99              958.83          482.15         1440.98
  1965       100-104              96.52           47.56          144.08
  1965       105-109               5.41            3.66            9.07
  1965       110+                  0.00            0.07            0.07
  1966           0             68046.42        72279.75       140326.17
  1966         1-4            298426.29       313042.38       611468.67
  1966         5-9            371969.54       388789.89       760759.43
  1966        10-14           331695.07       347103.45       678798.52
  1966        15-19           288984.80       298598.56       587583.36
  1966        20-24           237459.29       233914.12       471373.41
  1966        25-29           215210.60       212022.36       427232.96
  1966        30-34           219732.11       226008.65       445740.76
  1966        35-39           232865.57       238774.29       471639.86
  1966        40-44           233743.96       230020.87       463764.83
  1966        45-49           192913.26       193578.88       386492.14
  1966        50-54           172455.67       177237.94       349693.61
  1966        55-59           144457.64       145465.48       289923.12
  1966        60-64           123065.60       118423.83       241489.43
  1966        65-69           105058.47        92451.38       197509.85
  1966        70-74            87374.60        70016.63       157391.23
  1966        75-79            61281.70        46321.48       107603.18
  1966        80-84            39422.00        27054.00        66476.00
  1966        85-89            18072.00        10713.00        28785.00
  1966        90-94             5507.81         2824.65         8332.46
  1966        95-99             1046.13          485.01         1531.14
  1966       100-104             103.26           49.98          153.24
  1966       105-109               8.78            3.35           12.13
  1966       110+                  0.00            0.00            0.00
  1967           0             63833.63        67374.72       131208.35
  1967         1-4            294133.97       309531.66       603665.63
  1967         5-9            379246.77       396577.48       775824.25
  1967        10-14           343228.18       358578.12       701806.30
  1967        15-19           303444.65       312924.82       616369.47
  1967        20-24           254855.86       252698.14       507554.00
  1967        25-29           223804.77       221894.62       445699.39
  1967        30-34           221637.77       227705.59       449343.36
  1967        35-39           231893.15       240074.50       471967.65
  1967        40-44           238554.50       236120.92       474675.42
  1967        45-49           199826.35       198954.18       398780.53
  1967        50-54           176916.88       180658.75       357575.63
  1967        55-59           149252.19       149970.28       299222.47
  1967        60-64           126746.72       121567.76       248314.48
  1967        65-69           107469.64        94246.84       201716.48
  1967        70-74            89469.76        70695.34       160165.10
  1967        75-79            63541.37        47111.77       110653.14
  1967        80-84            41231.45        27647.00        68878.45
  1967        85-89            18788.00        10973.00        29761.00
  1967        90-94             5940.26         2852.47         8792.73
  1967        95-99             1069.98          480.06         1550.04
  1967       100-104              99.36           55.11          154.47
  1967       105-109               6.40            4.35           10.75
  1967       110+                  0.00            0.00            0.00
  1968           0             61146.70        64793.81       125940.51
  1968         1-4            285243.99       300550.99       585794.98
  1968         5-9            382525.21       401021.11       783546.32
  1968        10-14           354149.62       369699.56       723849.18
  1968        15-19           317085.68       325322.05       642407.73
  1968        20-24           272740.24       272389.01       545129.25
  1968        25-29           233335.32       233242.63       466577.95
  1968        30-34           223114.85       229015.04       452129.89
  1968        35-39           229893.53       239814.69       469708.22
  1968        40-44           240047.06       239806.56       479853.62
  1968        45-49           208287.60       205783.61       414071.21
  1968        50-54           180212.84       182404.05       362616.89
  1968        55-59           154734.72       155017.44       309752.16
  1968        60-64           130537.60       124666.68       255204.28
  1968        65-69           110137.49        96302.92       206440.41
  1968        70-74            90733.76        71012.39       161746.15
  1968        75-79            66019.52        47682.74       113702.26
  1968        80-84            42230.00        27874.00        70104.00
  1968        85-89            19855.00        11463.00        31318.00
  1968        90-94             6256.15         2974.59         9230.74
  1968        95-99             1197.57          484.44         1682.01
  1968       100-104             127.41           54.50          181.91
  1968       105-109               6.85            4.45           11.30
  1968       110+                  0.00            0.00            0.00
  1969           0             59884.82        63257.93       123142.75
  1969         1-4            273051.44       288187.74       561239.18
  1969         5-9            383689.89       403303.35       786993.24
  1969        10-14           363906.22       380518.13       744424.35
  1969        15-19           327598.00       335602.39       663200.39
  1969        20-24           290405.01       290445.13       580850.14
  1969        25-29           244095.95       245664.24       489760.19
  1969        30-34           224668.33       229985.40       454653.73
  1969        35-39           228272.63       238654.78       466927.41
  1969        40-44           238353.02       241144.63       479497.65
  1969        45-49           217871.09       213922.21       431793.30
  1969        50-54           182534.06       182962.49       365496.55
  1969        55-59           160444.48       160217.86       320662.34
  1969        60-64           134200.49       127649.94       261850.43
  1969        65-69           113216.73        98825.21       212041.94
  1969        70-74            92020.90        71491.48       163512.38
  1969        75-79            68023.24        48009.83       116033.07
  1969        80-84            44101.80        28418.00        72519.80
  1969        85-89            20696.00        11988.00        32684.00
  1969        90-94             6552.22         3045.29         9597.51
  1969        95-99             1241.56          460.76         1702.32
  1969       100-104             146.83           55.49          202.32
  1969       105-109              10.39            1.45           11.84
  1969       110+                  0.00            0.00            0.00
  1970           0             61188.92        63960.81       125149.73
  1970         1-4            261394.74       275516.88       536911.62
  1970         5-9            383933.30       403628.02       787561.32
  1970        10-14           373171.27       391092.05       764263.32
  1970        15-19           337624.53       346545.61       684170.14
  1970        20-24           310666.65       309354.90       620021.55
  1970        25-29           257980.56       261411.87       519392.43
  1970        30-34           228252.03       233322.39       461574.42
  1970        35-39           228184.09       238445.38       466629.47
  1970        40-44           235552.28       241554.65       477106.93
  1970        45-49           227304.99       222516.87       449821.86
  1970        50-54           185455.88       184163.09       369618.97
  1970        55-59           166191.47       165138.66       331330.13
  1970        60-64           137979.80       130944.55       268924.35
  1970        65-69           116636.49       101757.52       218394.01
  1970        70-74            93805.23        72418.09       166223.32
  1970        75-79            69789.13        48365.09       118154.22
  1970        80-84            45647.90        28713.44        74361.34
  1970        85-89            22037.00        12537.00        34574.00
  1970        90-94             6853.00         3136.00         9989.00
  1970        95-99             1347.12          476.21         1823.33
  1970       100-104             148.02           62.79          210.81
  1970       105-109               5.84            2.00            7.84
  1970       110+                  0.00            0.00            0.00
  1971           0             62782.79        65447.68       128230.47
  1971         1-4            253790.68       266455.17       520245.85
  1971         5-9            384344.13       403531.94       787876.07
  1971        10-14           383143.22       402096.10       785239.32
  1971        15-19           352697.57       363514.79       716212.36
  1971        20-24           339624.70       338656.46       678281.16
  1971        25-29           279087.38       287357.53       566444.91
  1971        30-34           236583.64       244569.51       481153.15
  1971        35-39           230462.36       242503.67       472966.03
  1971        40-44           234574.49       244815.80       479390.29
  1971        45-49           235543.32       231894.60       467437.92
  1971        50-54           191377.24       188830.36       380207.60
  1971        55-59           171978.57       170296.17       342274.74
  1971        60-64           142950.05       135507.80       278457.85
  1971        65-69           120829.32       105417.44       226246.76
  1971        70-74            96520.81        74227.69       170748.50
  1971        75-79            71815.18        48986.02       120801.20
  1971        80-84            47298.35        28981.00        76279.35
  1971        85-89            22914.00        12890.00        35804.00
  1971        90-94             7515.00         3447.00        10962.00
  1971        95-99             1458.23          524.82         1983.05
  1971       100-104             150.07           57.29          207.36
  1971       105-109               9.69            1.90           11.59
  1971       110+                  0.00            0.00            0.00
  1972           0             61756.66        65071.58       126828.24
  1972         1-4            251261.75       263059.68       514321.43
  1972         5-9            378126.88       397294.89       775421.77
  1972        10-14           390227.91       409695.27       799923.18
  1972        15-19           365656.69       377545.87       743202.56
  1972        20-24           353046.75       353709.76       706756.51
  1972        25-29           302026.70       310180.62       612207.32
  1972        30-34           245302.52       255738.64       501041.16
  1972        35-39           232002.38       244500.50       476502.88
  1972        40-44           234707.52       247649.14       482356.66
  1972        45-49           238756.14       236599.53       475355.67
  1972        50-54           200429.02       196686.36       397115.38
  1972        55-59           175209.72       172696.82       347906.54
  1972        60-64           147956.64       140282.00       288238.64
  1972        65-69           124544.86       108127.23       232672.09
  1972        70-74            98891.34        76399.82       175291.16
  1972        75-79            73848.02        49570.20       123418.22
